INFO: [2021-02-05 23:03:40] genewalk.resources - Using /Users/yizhouyu/genewalk/resources as resource folder.
WARNING: [2021-02-05 23:03:41] genewalk.gene_lists - Could not get HGNC name for ID "","HGNCID"
INFO: [2021-02-06 01:31:20] genewalk.deepwalk - Walks for 41500/44205 nodes complete in 297.83s
INFO: [2021-02-06 01:31:21] genewalk.deepwalk - Walks for 41600/44205 nodes complete in 298.36s
INFO: [2021-02-06 01:31:21] genewalk.deepwalk - Walks for 41700/44205 nodes complete in 298.90s
INFO: [2021-02-06 01:31:22] genewalk.deepwalk - Walks for 41800/44205 nodes complete in 299.43s
INFO: [2021-02-06 01:31:22] genewalk.deepwalk - Walks for 41900/44205 nodes complete in 299.91s
INFO: [2021-02-06 01:31:23] genewalk.deepwalk - Walks for 42000/44205 nodes complete in 300.44s
INFO: [2021-02-06 01:31:23] genewalk.deepwalk - Walks for 42100/44205 nodes complete in 300.97s
INFO: [2021-02-06 01:31:24] genewalk.deepwalk - Walks for 42200/44205 nodes complete in 301.50s
INFO: [2021-02-06 01:31:24] genewalk.deepwalk - Walks for 42300/44205 nodes complete in 302.01s
INFO: [2021-02-06 01:31:25] genewalk.deepwalk - Walks for 42400/44205 nodes complete in 302.66s
INFO: [2021-02-06 01:31:26] genewalk.deepwalk - Walks for 42500/44205 nodes complete in 303.72s
INFO: [2021-02-06 01:31:27] genewalk.deepwalk - Walks for 42600/44205 nodes complete in 304.02s
INFO: [2021-02-06 01:31:27] genewalk.deepwalk - Walks for 42700/44205 nodes complete in 304.32s
INFO: [2021-02-06 01:31:27] genewalk.deepwalk - Walks for 42800/44205 nodes complete in 304.61s
INFO: [2021-02-06 01:31:27] genewalk.deepwalk - Walks for 42900/44205 nodes complete in 304.91s
INFO: [2021-02-06 01:31:28] genewalk.deepwalk - Walks for 43000/44205 nodes complete in 305.23s
INFO: [2021-02-06 01:31:28] genewalk.deepwalk - Walks for 43100/44205 nodes complete in 305.62s
INFO: [2021-02-06 01:31:29] genewalk.deepwalk - Walks for 43200/44205 nodes complete in 306.17s
INFO: [2021-02-06 01:31:30] genewalk.deepwalk - Walks for 43300/44205 nodes complete in 307.08s
INFO: [2021-02-06 01:31:30] genewalk.deepwalk - Walks for 43400/44205 nodes complete in 307.72s
INFO: [2021-02-06 01:31:31] genewalk.deepwalk - Walks for 43500/44205 nodes complete in 308.31s
INFO: [2021-02-06 01:31:31] genewalk.deepwalk - Walks for 43600/44205 nodes complete in 308.87s
INFO: [2021-02-06 01:31:32] genewalk.deepwalk - Walks for 43700/44205 nodes complete in 309.43s
INFO: [2021-02-06 01:31:32] genewalk.deepwalk - Walks for 43800/44205 nodes complete in 309.96s
INFO: [2021-02-06 01:31:33] genewalk.deepwalk - Walks for 43900/44205 nodes complete in 310.56s
INFO: [2021-02-06 01:31:34] genewalk.deepwalk - Walks for 44000/44205 nodes complete in 311.34s
INFO: [2021-02-06 01:31:34] genewalk.deepwalk - Walks for 44100/44205 nodes complete in 311.90s
INFO: [2021-02-06 01:31:35] genewalk.deepwalk - Walks for 44200/44205 nodes complete in 312.65s
INFO: [2021-02-06 01:31:35] genewalk.deepwalk - Running random walks done in 312.69s
INFO: [2021-02-06 01:31:35] genewalk.deepwalk - Generating node vectors...
INFO: [2021-02-06 01:46:17] genewalk.deepwalk - Generating node vectors done in 881.43s
INFO: [2021-02-06 01:46:17] genewalk.cli - Saving into /Users/yizhouyu/genewalk/Abeta_protUp/deepwalk_node_vectors_1.pkl...
INFO: [2021-02-06 01:46:18] genewalk.cli - 2/3
INFO: [2021-02-06 01:46:18] genewalk.deepwalk - Running random walks...
INFO: [2021-02-06 01:46:21] genewalk.deepwalk - Walks for 100/44205 nodes complete in 2.66s
INFO: [2021-02-06 01:46:24] genewalk.deepwalk - Walks for 200/44205 nodes complete in 6.12s
INFO: [2021-02-06 01:46:26] genewalk.deepwalk - Walks for 300/44205 nodes complete in 7.58s
INFO: [2021-02-06 01:46:27] genewalk.deepwalk - Walks for 400/44205 nodes complete in 8.71s
INFO: [2021-02-06 01:46:29] genewalk.deepwalk - Walks for 500/44205 nodes complete in 10.26s
INFO: [2021-02-06 01:46:30] genewalk.deepwalk - Walks for 600/44205 nodes complete in 11.42s
INFO: [2021-02-06 01:46:32] genewalk.deepwalk - Walks for 700/44205 nodes complete in 13.85s
INFO: [2021-02-06 01:46:35] genewalk.deepwalk - Walks for 800/44205 nodes complete in 16.77s
INFO: [2021-02-06 01:46:39] genewalk.deepwalk - Walks for 900/44205 nodes complete in 20.64s
INFO: [2021-02-06 01:46:44] genewalk.deepwalk - Walks for 1000/44205 nodes complete in 25.90s
INFO: [2021-02-06 01:46:46] genewalk.deepwalk - Walks for 1100/44205 nodes complete in 27.77s
INFO: [2021-02-06 01:46:47] genewalk.deepwalk - Walks for 1200/44205 nodes complete in 28.71s
INFO: [2021-02-06 01:46:48] genewalk.deepwalk - Walks for 1300/44205 nodes complete in 29.39s
INFO: [2021-02-06 01:46:49] genewalk.deepwalk - Walks for 1400/44205 nodes complete in 30.78s
INFO: [2021-02-06 01:46:50] genewalk.deepwalk - Walks for 1500/44205 nodes complete in 32.20s
INFO: [2021-02-06 01:46:52] genewalk.deepwalk - Walks for 1600/44205 nodes complete in 33.61s
INFO: [2021-02-06 01:46:53] genewalk.deepwalk - Walks for 1700/44205 nodes complete in 34.33s
INFO: [2021-02-06 01:46:54] genewalk.deepwalk - Walks for 1800/44205 nodes complete in 35.77s
INFO: [2021-02-06 01:46:57] genewalk.deepwalk - Walks for 1900/44205 nodes complete in 38.42s
INFO: [2021-02-06 01:46:58] genewalk.deepwalk - Walks for 2000/44205 nodes complete in 39.87s
INFO: [2021-02-06 01:47:00] genewalk.deepwalk - Walks for 2100/44205 nodes complete in 41.28s
INFO: [2021-02-06 01:47:01] genewalk.deepwalk - Walks for 2200/44205 nodes complete in 42.93s
INFO: [2021-02-06 01:47:03] genewalk.deepwalk - Walks for 2300/44205 nodes complete in 44.33s
INFO: [2021-02-06 01:47:05] genewalk.deepwalk - Walks for 2400/44205 nodes complete in 46.70s
INFO: [2021-02-06 01:47:06] genewalk.deepwalk - Walks for 2500/44205 nodes complete in 48.17s
INFO: [2021-02-06 01:47:07] genewalk.deepwalk - Walks for 2600/44205 nodes complete in 49.19s
INFO: [2021-02-06 01:47:08] genewalk.deepwalk - Walks for 2700/44205 nodes complete in 50.04s
INFO: [2021-02-06 01:47:09] genewalk.deepwalk - Walks for 2800/44205 nodes complete in 51.16s
INFO: [2021-02-06 01:47:10] genewalk.deepwalk - Walks for 2900/44205 nodes complete in 52.11s
INFO: [2021-02-06 01:47:11] genewalk.deepwalk - Walks for 3000/44205 nodes complete in 52.63s
INFO: [2021-02-06 01:47:11] genewalk.deepwalk - Walks for 3100/44205 nodes complete in 53.18s
INFO: [2021-02-06 01:47:12] genewalk.deepwalk - Walks for 3200/44205 nodes complete in 53.63s
INFO: [2021-02-06 01:47:13] genewalk.deepwalk - Walks for 3300/44205 nodes complete in 54.55s
INFO: [2021-02-06 01:47:15] genewalk.deepwalk - Walks for 3400/44205 nodes complete in 56.36s
INFO: [2021-02-06 01:47:17] genewalk.deepwalk - Walks for 3500/44205 nodes complete in 58.24s
INFO: [2021-02-06 01:47:18] genewalk.deepwalk - Walks for 3600/44205 nodes complete in 59.83s
INFO: [2021-02-06 01:47:19] genewalk.deepwalk - Walks for 3700/44205 nodes complete in 60.66s
INFO: [2021-02-06 01:47:20] genewalk.deepwalk - Walks for 3800/44205 nodes complete in 61.27s
INFO: [2021-02-06 01:47:20] genewalk.deepwalk - Walks for 3900/44205 nodes complete in 61.69s
INFO: [2021-02-06 01:47:21] genewalk.deepwalk - Walks for 4000/44205 nodes complete in 62.57s
INFO: [2021-02-06 01:47:22] genewalk.deepwalk - Walks for 4100/44205 nodes complete in 63.39s
INFO: [2021-02-06 01:47:22] genewalk.deepwalk - Walks for 4200/44205 nodes complete in 64.14s
INFO: [2021-02-06 01:47:24] genewalk.deepwalk - Walks for 4300/44205 nodes complete in 65.98s
INFO: [2021-02-06 01:47:25] genewalk.deepwalk - Walks for 4400/44205 nodes complete in 67.13s
INFO: [2021-02-06 01:47:27] genewalk.deepwalk - Walks for 4500/44205 nodes complete in 68.23s
INFO: [2021-02-06 01:47:27] genewalk.deepwalk - Walks for 4600/44205 nodes complete in 68.99s
INFO: [2021-02-06 01:47:29] genewalk.deepwalk - Walks for 4700/44205 nodes complete in 70.29s
INFO: [2021-02-06 01:47:29] genewalk.deepwalk - Walks for 4800/44205 nodes complete in 70.82s
INFO: [2021-02-06 01:47:30] genewalk.deepwalk - Walks for 4900/44205 nodes complete in 71.60s
INFO: [2021-02-06 01:47:30] genewalk.deepwalk - Walks for 5000/44205 nodes complete in 72.06s
INFO: [2021-02-06 01:47:31] genewalk.deepwalk - Walks for 5100/44205 nodes complete in 72.62s
INFO: [2021-02-06 01:47:31] genewalk.deepwalk - Walks for 5200/44205 nodes complete in 73.09s
INFO: [2021-02-06 01:47:32] genewalk.deepwalk - Walks for 5300/44205 nodes complete in 73.53s
INFO: [2021-02-06 01:47:32] genewalk.deepwalk - Walks for 5400/44205 nodes complete in 73.92s
INFO: [2021-02-06 01:47:33] genewalk.deepwalk - Walks for 5500/44205 nodes complete in 74.80s
INFO: [2021-02-06 01:47:34] genewalk.deepwalk - Walks for 5600/44205 nodes complete in 75.88s
INFO: [2021-02-06 01:47:35] genewalk.deepwalk - Walks for 5700/44205 nodes complete in 76.76s
INFO: [2021-02-06 01:47:36] genewalk.deepwalk - Walks for 5800/44205 nodes complete in 77.88s
INFO: [2021-02-06 01:47:37] genewalk.deepwalk - Walks for 5900/44205 nodes complete in 78.43s
INFO: [2021-02-06 01:47:37] genewalk.deepwalk - Walks for 6000/44205 nodes complete in 79.11s
INFO: [2021-02-06 01:47:39] genewalk.deepwalk - Walks for 6100/44205 nodes complete in 80.49s
INFO: [2021-02-06 01:47:40] genewalk.deepwalk - Walks for 6200/44205 nodes complete in 81.95s
INFO: [2021-02-06 01:47:42] genewalk.deepwalk - Walks for 6300/44205 nodes complete in 83.37s
INFO: [2021-02-06 01:47:43] genewalk.deepwalk - Walks for 6400/44205 nodes complete in 84.31s
INFO: [2021-02-06 01:47:43] genewalk.deepwalk - Walks for 6500/44205 nodes complete in 85.05s
INFO: [2021-02-06 01:47:44] genewalk.deepwalk - Walks for 6600/44205 nodes complete in 85.85s
INFO: [2021-02-06 01:47:46] genewalk.deepwalk - Walks for 6700/44205 nodes complete in 87.24s
INFO: [2021-02-06 01:47:47] genewalk.deepwalk - Walks for 6800/44205 nodes complete in 88.84s
INFO: [2021-02-06 01:47:48] genewalk.deepwalk - Walks for 6900/44205 nodes complete in 89.94s
INFO: [2021-02-06 01:47:50] genewalk.deepwalk - Walks for 7000/44205 nodes complete in 91.35s
INFO: [2021-02-06 01:47:51] genewalk.deepwalk - Walks for 7100/44205 nodes complete in 92.72s
INFO: [2021-02-06 01:47:52] genewalk.deepwalk - Walks for 7200/44205 nodes complete in 93.99s
INFO: [2021-02-06 01:47:53] genewalk.deepwalk - Walks for 7300/44205 nodes complete in 95.10s
INFO: [2021-02-06 01:47:54] genewalk.deepwalk - Walks for 7400/44205 nodes complete in 95.91s
INFO: [2021-02-06 01:47:55] genewalk.deepwalk - Walks for 7500/44205 nodes complete in 96.76s
INFO: [2021-02-06 01:47:56] genewalk.deepwalk - Walks for 7600/44205 nodes complete in 97.63s
INFO: [2021-02-06 01:47:56] genewalk.deepwalk - Walks for 7700/44205 nodes complete in 98.18s
INFO: [2021-02-06 01:47:57] genewalk.deepwalk - Walks for 7800/44205 nodes complete in 98.73s
INFO: [2021-02-06 01:47:59] genewalk.deepwalk - Walks for 7900/44205 nodes complete in 100.35s
INFO: [2021-02-06 01:47:59] genewalk.deepwalk - Walks for 8000/44205 nodes complete in 101.06s
INFO: [2021-02-06 01:48:00] genewalk.deepwalk - Walks for 8100/44205 nodes complete in 101.90s
INFO: [2021-02-06 01:48:01] genewalk.deepwalk - Walks for 8200/44205 nodes complete in 102.60s
INFO: [2021-02-06 01:48:01] genewalk.deepwalk - Walks for 8300/44205 nodes complete in 103.12s
INFO: [2021-02-06 01:48:02] genewalk.deepwalk - Walks for 8400/44205 nodes complete in 104.00s
INFO: [2021-02-06 01:48:03] genewalk.deepwalk - Walks for 8500/44205 nodes complete in 104.36s
INFO: [2021-02-06 01:48:03] genewalk.deepwalk - Walks for 8600/44205 nodes complete in 104.67s
INFO: [2021-02-06 01:48:03] genewalk.deepwalk - Walks for 8700/44205 nodes complete in 105.06s
INFO: [2021-02-06 01:48:04] genewalk.deepwalk - Walks for 8800/44205 nodes complete in 105.74s
INFO: [2021-02-06 01:48:05] genewalk.deepwalk - Walks for 8900/44205 nodes complete in 106.73s
INFO: [2021-02-06 01:48:06] genewalk.deepwalk - Walks for 9000/44205 nodes complete in 107.37s
INFO: [2021-02-06 01:48:06] genewalk.deepwalk - Walks for 9100/44205 nodes complete in 108.06s
INFO: [2021-02-06 01:48:07] genewalk.deepwalk - Walks for 9200/44205 nodes complete in 108.55s
INFO: [2021-02-06 01:48:08] genewalk.deepwalk - Walks for 9300/44205 nodes complete in 109.38s
INFO: [2021-02-06 01:48:09] genewalk.deepwalk - Walks for 9400/44205 nodes complete in 110.62s
INFO: [2021-02-06 01:48:10] genewalk.deepwalk - Walks for 9500/44205 nodes complete in 111.38s
INFO: [2021-02-06 01:48:11] genewalk.deepwalk - Walks for 9600/44205 nodes complete in 112.51s
INFO: [2021-02-06 01:48:11] genewalk.deepwalk - Walks for 9700/44205 nodes complete in 113.12s
INFO: [2021-02-06 01:48:12] genewalk.deepwalk - Walks for 9800/44205 nodes complete in 113.94s
INFO: [2021-02-06 01:48:13] genewalk.deepwalk - Walks for 9900/44205 nodes complete in 114.72s
INFO: [2021-02-06 01:48:14] genewalk.deepwalk - Walks for 10000/44205 nodes complete in 115.35s
INFO: [2021-02-06 01:48:15] genewalk.deepwalk - Walks for 10100/44205 nodes complete in 116.53s
INFO: [2021-02-06 01:48:16] genewalk.deepwalk - Walks for 10200/44205 nodes complete in 117.37s
INFO: [2021-02-06 01:48:17] genewalk.deepwalk - Walks for 10300/44205 nodes complete in 118.36s
INFO: [2021-02-06 01:48:18] genewalk.deepwalk - Walks for 10400/44205 nodes complete in 119.46s
INFO: [2021-02-06 01:48:19] genewalk.deepwalk - Walks for 10500/44205 nodes complete in 120.50s
INFO: [2021-02-06 01:48:19] genewalk.deepwalk - Walks for 10600/44205 nodes complete in 121.16s
INFO: [2021-02-06 01:48:20] genewalk.deepwalk - Walks for 10700/44205 nodes complete in 122.08s
INFO: [2021-02-06 01:48:21] genewalk.deepwalk - Walks for 10800/44205 nodes complete in 123.15s
INFO: [2021-02-06 01:48:22] genewalk.deepwalk - Walks for 10900/44205 nodes complete in 123.76s
INFO: [2021-02-06 01:48:23] genewalk.deepwalk - Walks for 11000/44205 nodes complete in 124.40s
INFO: [2021-02-06 01:48:23] genewalk.deepwalk - Walks for 11100/44205 nodes complete in 124.87s
INFO: [2021-02-06 01:48:24] genewalk.deepwalk - Walks for 11200/44205 nodes complete in 125.30s
INFO: [2021-02-06 01:48:24] genewalk.deepwalk - Walks for 11300/44205 nodes complete in 125.90s
INFO: [2021-02-06 01:48:25] genewalk.deepwalk - Walks for 11400/44205 nodes complete in 126.46s
INFO: [2021-02-06 01:48:26] genewalk.deepwalk - Walks for 11500/44205 nodes complete in 127.75s
INFO: [2021-02-06 01:48:27] genewalk.deepwalk - Walks for 11600/44205 nodes complete in 128.45s
INFO: [2021-02-06 01:48:27] genewalk.deepwalk - Walks for 11700/44205 nodes complete in 129.14s
INFO: [2021-02-06 01:48:28] genewalk.deepwalk - Walks for 11800/44205 nodes complete in 129.95s
INFO: [2021-02-06 01:48:29] genewalk.deepwalk - Walks for 11900/44205 nodes complete in 130.64s
INFO: [2021-02-06 01:48:30] genewalk.deepwalk - Walks for 12000/44205 nodes complete in 131.38s
INFO: [2021-02-06 01:48:30] genewalk.deepwalk - Walks for 12100/44205 nodes complete in 131.84s
INFO: [2021-02-06 01:48:31] genewalk.deepwalk - Walks for 12200/44205 nodes complete in 132.37s
INFO: [2021-02-06 01:48:31] genewalk.deepwalk - Walks for 12300/44205 nodes complete in 132.92s
INFO: [2021-02-06 01:48:32] genewalk.deepwalk - Walks for 12400/44205 nodes complete in 133.44s
INFO: [2021-02-06 01:48:33] genewalk.deepwalk - Walks for 12500/44205 nodes complete in 134.23s
INFO: [2021-02-06 01:48:33] genewalk.deepwalk - Walks for 12600/44205 nodes complete in 135.09s
INFO: [2021-02-06 01:48:34] genewalk.deepwalk - Walks for 12700/44205 nodes complete in 135.63s
INFO: [2021-02-06 01:48:34] genewalk.deepwalk - Walks for 12800/44205 nodes complete in 136.15s
INFO: [2021-02-06 01:48:35] genewalk.deepwalk - Walks for 12900/44205 nodes complete in 136.51s
INFO: [2021-02-06 01:48:35] genewalk.deepwalk - Walks for 13000/44205 nodes complete in 136.73s
INFO: [2021-02-06 01:48:35] genewalk.deepwalk - Walks for 13100/44205 nodes complete in 136.99s
INFO: [2021-02-06 01:48:35] genewalk.deepwalk - Walks for 13200/44205 nodes complete in 137.20s
INFO: [2021-02-06 01:48:36] genewalk.deepwalk - Walks for 13300/44205 nodes complete in 137.65s
INFO: [2021-02-06 01:48:37] genewalk.deepwalk - Walks for 13400/44205 nodes complete in 138.31s
INFO: [2021-02-06 01:48:37] genewalk.deepwalk - Walks for 13500/44205 nodes complete in 138.97s
INFO: [2021-02-06 01:48:38] genewalk.deepwalk - Walks for 13600/44205 nodes complete in 139.46s
INFO: [2021-02-06 01:48:38] genewalk.deepwalk - Walks for 13700/44205 nodes complete in 140.22s
INFO: [2021-02-06 01:48:39] genewalk.deepwalk - Walks for 13800/44205 nodes complete in 140.84s
INFO: [2021-02-06 01:48:40] genewalk.deepwalk - Walks for 13900/44205 nodes complete in 141.47s
INFO: [2021-02-06 01:48:40] genewalk.deepwalk - Walks for 14000/44205 nodes complete in 142.09s
INFO: [2021-02-06 01:48:41] genewalk.deepwalk - Walks for 14100/44205 nodes complete in 142.64s
INFO: [2021-02-06 01:48:41] genewalk.deepwalk - Walks for 14200/44205 nodes complete in 143.10s
INFO: [2021-02-06 01:48:42] genewalk.deepwalk - Walks for 14300/44205 nodes complete in 143.61s
INFO: [2021-02-06 01:48:42] genewalk.deepwalk - Walks for 14400/44205 nodes complete in 144.06s
INFO: [2021-02-06 01:48:43] genewalk.deepwalk - Walks for 14500/44205 nodes complete in 144.32s
INFO: [2021-02-06 01:48:43] genewalk.deepwalk - Walks for 14600/44205 nodes complete in 144.62s
INFO: [2021-02-06 01:48:43] genewalk.deepwalk - Walks for 14700/44205 nodes complete in 144.99s
INFO: [2021-02-06 01:48:44] genewalk.deepwalk - Walks for 14800/44205 nodes complete in 145.31s
INFO: [2021-02-06 01:48:44] genewalk.deepwalk - Walks for 14900/44205 nodes complete in 145.76s
INFO: [2021-02-06 01:48:45] genewalk.deepwalk - Walks for 15000/44205 nodes complete in 146.30s
INFO: [2021-02-06 01:48:45] genewalk.deepwalk - Walks for 15100/44205 nodes complete in 146.91s
INFO: [2021-02-06 01:48:46] genewalk.deepwalk - Walks for 15200/44205 nodes complete in 147.45s
INFO: [2021-02-06 01:48:46] genewalk.deepwalk - Walks for 15300/44205 nodes complete in 148.02s
INFO: [2021-02-06 01:48:47] genewalk.deepwalk - Walks for 15400/44205 nodes complete in 148.76s
INFO: [2021-02-06 01:48:48] genewalk.deepwalk - Walks for 15500/44205 nodes complete in 149.54s
INFO: [2021-02-06 01:48:48] genewalk.deepwalk - Walks for 15600/44205 nodes complete in 150.04s
INFO: [2021-02-06 01:48:49] genewalk.deepwalk - Walks for 15700/44205 nodes complete in 150.51s
INFO: [2021-02-06 01:48:49] genewalk.deepwalk - Walks for 15800/44205 nodes complete in 151.19s
INFO: [2021-02-06 01:48:50] genewalk.deepwalk - Walks for 15900/44205 nodes complete in 151.89s
INFO: [2021-02-06 01:48:51] genewalk.deepwalk - Walks for 16000/44205 nodes complete in 152.50s
INFO: [2021-02-06 01:48:52] genewalk.deepwalk - Walks for 16100/44205 nodes complete in 153.41s
INFO: [2021-02-06 01:48:52] genewalk.deepwalk - Walks for 16200/44205 nodes complete in 153.88s
INFO: [2021-02-06 01:48:53] genewalk.deepwalk - Walks for 16300/44205 nodes complete in 154.52s
INFO: [2021-02-06 01:48:53] genewalk.deepwalk - Walks for 16400/44205 nodes complete in 155.18s
INFO: [2021-02-06 01:48:54] genewalk.deepwalk - Walks for 16500/44205 nodes complete in 155.49s
INFO: [2021-02-06 01:48:54] genewalk.deepwalk - Walks for 16600/44205 nodes complete in 155.83s
INFO: [2021-02-06 01:48:55] genewalk.deepwalk - Walks for 16700/44205 nodes complete in 156.45s
INFO: [2021-02-06 01:48:55] genewalk.deepwalk - Walks for 16800/44205 nodes complete in 157.20s
INFO: [2021-02-06 01:48:56] genewalk.deepwalk - Walks for 16900/44205 nodes complete in 157.75s
INFO: [2021-02-06 01:48:57] genewalk.deepwalk - Walks for 17000/44205 nodes complete in 158.51s
INFO: [2021-02-06 01:48:58] genewalk.deepwalk - Walks for 17100/44205 nodes complete in 159.46s
INFO: [2021-02-06 01:48:58] genewalk.deepwalk - Walks for 17200/44205 nodes complete in 160.05s
INFO: [2021-02-06 01:48:59] genewalk.deepwalk - Walks for 17300/44205 nodes complete in 160.61s
INFO: [2021-02-06 01:49:00] genewalk.deepwalk - Walks for 17400/44205 nodes complete in 162.18s
INFO: [2021-02-06 01:49:01] genewalk.deepwalk - Walks for 17500/44205 nodes complete in 162.82s
INFO: [2021-02-06 01:49:02] genewalk.deepwalk - Walks for 17600/44205 nodes complete in 163.61s
INFO: [2021-02-06 01:49:03] genewalk.deepwalk - Walks for 17700/44205 nodes complete in 164.30s
INFO: [2021-02-06 01:49:03] genewalk.deepwalk - Walks for 17800/44205 nodes complete in 165.02s
INFO: [2021-02-06 01:49:04] genewalk.deepwalk - Walks for 17900/44205 nodes complete in 165.60s
INFO: [2021-02-06 01:49:04] genewalk.deepwalk - Walks for 18000/44205 nodes complete in 166.20s
INFO: [2021-02-06 01:49:05] genewalk.deepwalk - Walks for 18100/44205 nodes complete in 166.55s
INFO: [2021-02-06 01:49:05] genewalk.deepwalk - Walks for 18200/44205 nodes complete in 166.93s
INFO: [2021-02-06 01:49:06] genewalk.deepwalk - Walks for 18300/44205 nodes complete in 167.34s
INFO: [2021-02-06 01:49:06] genewalk.deepwalk - Walks for 18400/44205 nodes complete in 167.80s
INFO: [2021-02-06 01:49:06] genewalk.deepwalk - Walks for 18500/44205 nodes complete in 168.07s
INFO: [2021-02-06 01:49:07] genewalk.deepwalk - Walks for 18600/44205 nodes complete in 168.29s
INFO: [2021-02-06 01:49:07] genewalk.deepwalk - Walks for 18700/44205 nodes complete in 168.66s
INFO: [2021-02-06 01:49:08] genewalk.deepwalk - Walks for 18800/44205 nodes complete in 169.31s
INFO: [2021-02-06 01:49:08] genewalk.deepwalk - Walks for 18900/44205 nodes complete in 169.84s
INFO: [2021-02-06 01:49:09] genewalk.deepwalk - Walks for 19000/44205 nodes complete in 170.33s
INFO: [2021-02-06 01:49:09] genewalk.deepwalk - Walks for 19100/44205 nodes complete in 170.74s
INFO: [2021-02-06 01:49:09] genewalk.deepwalk - Walks for 19200/44205 nodes complete in 171.03s
INFO: [2021-02-06 01:49:10] genewalk.deepwalk - Walks for 19300/44205 nodes complete in 171.66s
INFO: [2021-02-06 01:49:10] genewalk.deepwalk - Walks for 19400/44205 nodes complete in 172.08s
INFO: [2021-02-06 01:49:11] genewalk.deepwalk - Walks for 19500/44205 nodes complete in 172.30s
INFO: [2021-02-06 01:49:11] genewalk.deepwalk - Walks for 19600/44205 nodes complete in 172.59s
INFO: [2021-02-06 01:49:11] genewalk.deepwalk - Walks for 19700/44205 nodes complete in 173.10s
INFO: [2021-02-06 01:49:12] genewalk.deepwalk - Walks for 19800/44205 nodes complete in 173.54s
INFO: [2021-02-06 01:49:12] genewalk.deepwalk - Walks for 19900/44205 nodes complete in 173.95s
INFO: [2021-02-06 01:49:13] genewalk.deepwalk - Walks for 20000/44205 nodes complete in 174.45s
INFO: [2021-02-06 01:49:13] genewalk.deepwalk - Walks for 20100/44205 nodes complete in 174.88s
INFO: [2021-02-06 01:49:14] genewalk.deepwalk - Walks for 20200/44205 nodes complete in 175.26s
INFO: [2021-02-06 01:49:14] genewalk.deepwalk - Walks for 20300/44205 nodes complete in 175.73s
INFO: [2021-02-06 01:49:15] genewalk.deepwalk - Walks for 20400/44205 nodes complete in 176.29s
INFO: [2021-02-06 01:49:15] genewalk.deepwalk - Walks for 20500/44205 nodes complete in 176.73s
INFO: [2021-02-06 01:49:16] genewalk.deepwalk - Walks for 20600/44205 nodes complete in 177.44s
INFO: [2021-02-06 01:49:16] genewalk.deepwalk - Walks for 20700/44205 nodes complete in 177.94s
INFO: [2021-02-06 01:49:17] genewalk.deepwalk - Walks for 20800/44205 nodes complete in 178.43s
INFO: [2021-02-06 01:49:17] genewalk.deepwalk - Walks for 20900/44205 nodes complete in 178.87s
INFO: [2021-02-06 01:49:18] genewalk.deepwalk - Walks for 21000/44205 nodes complete in 179.26s
INFO: [2021-02-06 01:49:18] genewalk.deepwalk - Walks for 21100/44205 nodes complete in 179.70s
INFO: [2021-02-06 01:49:18] genewalk.deepwalk - Walks for 21200/44205 nodes complete in 180.01s
INFO: [2021-02-06 01:49:19] genewalk.deepwalk - Walks for 21300/44205 nodes complete in 180.56s
INFO: [2021-02-06 01:49:19] genewalk.deepwalk - Walks for 21400/44205 nodes complete in 181.04s
INFO: [2021-02-06 01:49:20] genewalk.deepwalk - Walks for 21500/44205 nodes complete in 181.45s
INFO: [2021-02-06 01:49:20] genewalk.deepwalk - Walks for 21600/44205 nodes complete in 181.99s
INFO: [2021-02-06 01:49:21] genewalk.deepwalk - Walks for 21700/44205 nodes complete in 182.51s
INFO: [2021-02-06 01:49:21] genewalk.deepwalk - Walks for 21800/44205 nodes complete in 183.17s
INFO: [2021-02-06 01:49:22] genewalk.deepwalk - Walks for 21900/44205 nodes complete in 183.63s
INFO: [2021-02-06 01:49:22] genewalk.deepwalk - Walks for 22000/44205 nodes complete in 184.09s
INFO: [2021-02-06 01:49:23] genewalk.deepwalk - Walks for 22100/44205 nodes complete in 184.48s
INFO: [2021-02-06 01:49:23] genewalk.deepwalk - Walks for 22200/44205 nodes complete in 185.02s
INFO: [2021-02-06 01:49:24] genewalk.deepwalk - Walks for 22300/44205 nodes complete in 185.50s
INFO: [2021-02-06 01:49:24] genewalk.deepwalk - Walks for 22400/44205 nodes complete in 185.88s
INFO: [2021-02-06 01:49:25] genewalk.deepwalk - Walks for 22500/44205 nodes complete in 186.53s
INFO: [2021-02-06 01:49:25] genewalk.deepwalk - Walks for 22600/44205 nodes complete in 187.21s
INFO: [2021-02-06 01:49:26] genewalk.deepwalk - Walks for 22700/44205 nodes complete in 187.62s
INFO: [2021-02-06 01:49:26] genewalk.deepwalk - Walks for 22800/44205 nodes complete in 187.85s
INFO: [2021-02-06 01:49:26] genewalk.deepwalk - Walks for 22900/44205 nodes complete in 188.13s
INFO: [2021-02-06 01:49:27] genewalk.deepwalk - Walks for 23000/44205 nodes complete in 188.65s
INFO: [2021-02-06 01:49:27] genewalk.deepwalk - Walks for 23100/44205 nodes complete in 189.05s
INFO: [2021-02-06 01:49:28] genewalk.deepwalk - Walks for 23200/44205 nodes complete in 189.39s
INFO: [2021-02-06 01:49:28] genewalk.deepwalk - Walks for 23300/44205 nodes complete in 189.83s
INFO: [2021-02-06 01:49:28] genewalk.deepwalk - Walks for 23400/44205 nodes complete in 190.20s
