INFO: [2021-02-05 23:03:40] genewalk.resources - Using /Users/yizhouyu/genewalk/resources as resource folder.
WARNING: [2021-02-05 23:03:41] genewalk.gene_lists - Could not get HGNC name for ID "","HGNCID"
INFO: [2021-02-06 02:26:42] genewalk.deepwalk - Walks for 3100/44205 nodes complete in 119.71s
INFO: [2021-02-06 02:26:43] genewalk.deepwalk - Walks for 3200/44205 nodes complete in 121.28s
INFO: [2021-02-06 02:26:45] genewalk.deepwalk - Walks for 3300/44205 nodes complete in 122.71s
INFO: [2021-02-06 02:26:46] genewalk.deepwalk - Walks for 3400/44205 nodes complete in 124.05s
INFO: [2021-02-06 02:26:48] genewalk.deepwalk - Walks for 3500/44205 nodes complete in 125.41s
INFO: [2021-02-06 02:26:49] genewalk.deepwalk - Walks for 3600/44205 nodes complete in 126.79s
INFO: [2021-02-06 02:26:50] genewalk.deepwalk - Walks for 3700/44205 nodes complete in 128.15s
INFO: [2021-02-06 02:26:52] genewalk.deepwalk - Walks for 3800/44205 nodes complete in 129.49s
INFO: [2021-02-06 02:26:53] genewalk.deepwalk - Walks for 3900/44205 nodes complete in 130.83s
INFO: [2021-02-06 02:26:54] genewalk.deepwalk - Walks for 4000/44205 nodes complete in 132.17s
INFO: [2021-02-06 02:26:56] genewalk.deepwalk - Walks for 4100/44205 nodes complete in 133.48s
INFO: [2021-02-06 02:26:57] genewalk.deepwalk - Walks for 4200/44205 nodes complete in 134.64s
INFO: [2021-02-06 02:26:58] genewalk.deepwalk - Walks for 4300/44205 nodes complete in 135.82s
INFO: [2021-02-06 02:26:59] genewalk.deepwalk - Walks for 4400/44205 nodes complete in 137.01s
INFO: [2021-02-06 02:27:00] genewalk.deepwalk - Walks for 4500/44205 nodes complete in 138.16s
INFO: [2021-02-06 02:27:01] genewalk.deepwalk - Walks for 4600/44205 nodes complete in 139.32s
INFO: [2021-02-06 02:27:03] genewalk.deepwalk - Walks for 4700/44205 nodes complete in 140.47s
INFO: [2021-02-06 02:27:04] genewalk.deepwalk - Walks for 4800/44205 nodes complete in 141.63s
INFO: [2021-02-06 02:27:05] genewalk.deepwalk - Walks for 4900/44205 nodes complete in 142.77s
INFO: [2021-02-06 02:27:06] genewalk.deepwalk - Walks for 5000/44205 nodes complete in 143.92s
INFO: [2021-02-06 02:27:07] genewalk.deepwalk - Walks for 5100/44205 nodes complete in 145.07s
INFO: [2021-02-06 02:27:08] genewalk.deepwalk - Walks for 5200/44205 nodes complete in 146.24s
INFO: [2021-02-06 02:27:11] genewalk.deepwalk - Walks for 5300/44205 nodes complete in 148.41s
INFO: [2021-02-06 02:27:12] genewalk.deepwalk - Walks for 5400/44205 nodes complete in 149.57s
INFO: [2021-02-06 02:27:13] genewalk.deepwalk - Walks for 5500/44205 nodes complete in 150.72s
INFO: [2021-02-06 02:27:14] genewalk.deepwalk - Walks for 5600/44205 nodes complete in 151.87s
INFO: [2021-02-06 02:27:15] genewalk.deepwalk - Walks for 5700/44205 nodes complete in 152.83s
INFO: [2021-02-06 02:27:16] genewalk.deepwalk - Walks for 5800/44205 nodes complete in 153.82s
INFO: [2021-02-06 02:27:17] genewalk.deepwalk - Walks for 5900/44205 nodes complete in 154.77s
INFO: [2021-02-06 02:27:18] genewalk.deepwalk - Walks for 6000/44205 nodes complete in 155.76s
INFO: [2021-02-06 02:27:19] genewalk.deepwalk - Walks for 6100/44205 nodes complete in 156.72s
INFO: [2021-02-06 02:27:20] genewalk.deepwalk - Walks for 6200/44205 nodes complete in 157.70s
INFO: [2021-02-06 02:27:21] genewalk.deepwalk - Walks for 6300/44205 nodes complete in 158.68s
INFO: [2021-02-06 02:27:22] genewalk.deepwalk - Walks for 6400/44205 nodes complete in 159.64s
INFO: [2021-02-06 02:27:23] genewalk.deepwalk - Walks for 6500/44205 nodes complete in 160.61s
INFO: [2021-02-06 02:27:24] genewalk.deepwalk - Walks for 6600/44205 nodes complete in 161.57s
INFO: [2021-02-06 02:27:25] genewalk.deepwalk - Walks for 6700/44205 nodes complete in 162.55s
INFO: [2021-02-06 02:27:26] genewalk.deepwalk - Walks for 6800/44205 nodes complete in 163.52s
INFO: [2021-02-06 02:27:27] genewalk.deepwalk - Walks for 6900/44205 nodes complete in 164.49s
INFO: [2021-02-06 02:27:28] genewalk.deepwalk - Walks for 7000/44205 nodes complete in 165.46s
INFO: [2021-02-06 02:27:29] genewalk.deepwalk - Walks for 7100/44205 nodes complete in 166.42s
INFO: [2021-02-06 02:27:30] genewalk.deepwalk - Walks for 7200/44205 nodes complete in 167.38s
INFO: [2021-02-06 02:27:31] genewalk.deepwalk - Walks for 7300/44205 nodes complete in 168.36s
INFO: [2021-02-06 02:27:32] genewalk.deepwalk - Walks for 7400/44205 nodes complete in 169.36s
INFO: [2021-02-06 02:27:32] genewalk.deepwalk - Walks for 7500/44205 nodes complete in 170.33s
INFO: [2021-02-06 02:27:33] genewalk.deepwalk - Walks for 7600/44205 nodes complete in 171.30s
INFO: [2021-02-06 02:27:34] genewalk.deepwalk - Walks for 7700/44205 nodes complete in 172.27s
INFO: [2021-02-06 02:27:35] genewalk.deepwalk - Walks for 7800/44205 nodes complete in 173.23s
INFO: [2021-02-06 02:27:36] genewalk.deepwalk - Walks for 7900/44205 nodes complete in 174.08s
INFO: [2021-02-06 02:27:37] genewalk.deepwalk - Walks for 8000/44205 nodes complete in 174.86s
INFO: [2021-02-06 02:27:38] genewalk.deepwalk - Walks for 8100/44205 nodes complete in 175.63s
INFO: [2021-02-06 02:27:39] genewalk.deepwalk - Walks for 8200/44205 nodes complete in 176.39s
INFO: [2021-02-06 02:27:39] genewalk.deepwalk - Walks for 8300/44205 nodes complete in 177.17s
INFO: [2021-02-06 02:27:40] genewalk.deepwalk - Walks for 8400/44205 nodes complete in 177.94s
INFO: [2021-02-06 02:27:41] genewalk.deepwalk - Walks for 8500/44205 nodes complete in 178.72s
INFO: [2021-02-06 02:27:42] genewalk.deepwalk - Walks for 8600/44205 nodes complete in 179.52s
INFO: [2021-02-06 02:27:42] genewalk.deepwalk - Walks for 8700/44205 nodes complete in 180.30s
INFO: [2021-02-06 02:27:43] genewalk.deepwalk - Walks for 8800/44205 nodes complete in 181.07s
INFO: [2021-02-06 02:27:44] genewalk.deepwalk - Walks for 8900/44205 nodes complete in 181.85s
INFO: [2021-02-06 02:27:45] genewalk.deepwalk - Walks for 9000/44205 nodes complete in 182.63s
INFO: [2021-02-06 02:27:46] genewalk.deepwalk - Walks for 9100/44205 nodes complete in 183.40s
INFO: [2021-02-06 02:27:46] genewalk.deepwalk - Walks for 9200/44205 nodes complete in 184.18s
INFO: [2021-02-06 02:27:48] genewalk.deepwalk - Walks for 9300/44205 nodes complete in 186.09s
INFO: [2021-02-06 02:27:49] genewalk.deepwalk - Walks for 9400/44205 nodes complete in 186.85s
INFO: [2021-02-06 02:27:50] genewalk.deepwalk - Walks for 9500/44205 nodes complete in 187.64s
INFO: [2021-02-06 02:27:51] genewalk.deepwalk - Walks for 9600/44205 nodes complete in 188.41s
INFO: [2021-02-06 02:27:51] genewalk.deepwalk - Walks for 9700/44205 nodes complete in 189.18s
INFO: [2021-02-06 02:27:52] genewalk.deepwalk - Walks for 9800/44205 nodes complete in 189.99s
INFO: [2021-02-06 02:27:53] genewalk.deepwalk - Walks for 9900/44205 nodes complete in 190.77s
INFO: [2021-02-06 02:27:54] genewalk.deepwalk - Walks for 10000/44205 nodes complete in 191.54s
INFO: [2021-02-06 02:27:54] genewalk.deepwalk - Walks for 10100/44205 nodes complete in 192.32s
INFO: [2021-02-06 02:27:55] genewalk.deepwalk - Walks for 10200/44205 nodes complete in 193.10s
INFO: [2021-02-06 02:27:56] genewalk.deepwalk - Walks for 10300/44205 nodes complete in 193.88s
INFO: [2021-02-06 02:27:57] genewalk.deepwalk - Walks for 10400/44205 nodes complete in 194.65s
INFO: [2021-02-06 02:27:58] genewalk.deepwalk - Walks for 10500/44205 nodes complete in 195.43s
INFO: [2021-02-06 02:27:58] genewalk.deepwalk - Walks for 10600/44205 nodes complete in 196.20s
INFO: [2021-02-06 02:27:59] genewalk.deepwalk - Walks for 10700/44205 nodes complete in 197.06s
INFO: [2021-02-06 02:28:00] genewalk.deepwalk - Walks for 10800/44205 nodes complete in 197.85s
INFO: [2021-02-06 02:28:01] genewalk.deepwalk - Walks for 10900/44205 nodes complete in 198.64s
INFO: [2021-02-06 02:28:02] genewalk.deepwalk - Walks for 11000/44205 nodes complete in 199.52s
INFO: [2021-02-06 02:28:02] genewalk.deepwalk - Walks for 11100/44205 nodes complete in 200.32s
INFO: [2021-02-06 02:28:03] genewalk.deepwalk - Walks for 11200/44205 nodes complete in 201.12s
INFO: [2021-02-06 02:28:04] genewalk.deepwalk - Walks for 11300/44205 nodes complete in 201.90s
INFO: [2021-02-06 02:28:05] genewalk.deepwalk - Walks for 11400/44205 nodes complete in 202.67s
INFO: [2021-02-06 02:28:06] genewalk.deepwalk - Walks for 11500/44205 nodes complete in 203.44s
INFO: [2021-02-06 02:28:06] genewalk.deepwalk - Walks for 11600/44205 nodes complete in 204.22s
INFO: [2021-02-06 02:28:07] genewalk.deepwalk - Walks for 11700/44205 nodes complete in 204.99s
INFO: [2021-02-06 02:28:08] genewalk.deepwalk - Walks for 11800/44205 nodes complete in 205.77s
INFO: [2021-02-06 02:28:09] genewalk.deepwalk - Walks for 11900/44205 nodes complete in 206.54s
INFO: [2021-02-06 02:28:09] genewalk.deepwalk - Walks for 12000/44205 nodes complete in 207.33s
INFO: [2021-02-06 02:28:10] genewalk.deepwalk - Walks for 12100/44205 nodes complete in 207.98s
INFO: [2021-02-06 02:28:11] genewalk.deepwalk - Walks for 12200/44205 nodes complete in 208.58s
INFO: [2021-02-06 02:28:11] genewalk.deepwalk - Walks for 12300/44205 nodes complete in 209.16s
INFO: [2021-02-06 02:28:12] genewalk.deepwalk - Walks for 12400/44205 nodes complete in 209.74s
INFO: [2021-02-06 02:28:12] genewalk.deepwalk - Walks for 12500/44205 nodes complete in 210.32s
INFO: [2021-02-06 02:28:13] genewalk.deepwalk - Walks for 12600/44205 nodes complete in 210.91s
INFO: [2021-02-06 02:28:14] genewalk.deepwalk - Walks for 12700/44205 nodes complete in 211.51s
INFO: [2021-02-06 02:28:14] genewalk.deepwalk - Walks for 12800/44205 nodes complete in 212.10s
INFO: [2021-02-06 02:28:15] genewalk.deepwalk - Walks for 12900/44205 nodes complete in 212.68s
INFO: [2021-02-06 02:28:15] genewalk.deepwalk - Walks for 13000/44205 nodes complete in 213.25s
INFO: [2021-02-06 02:28:16] genewalk.deepwalk - Walks for 13100/44205 nodes complete in 213.84s
INFO: [2021-02-06 02:28:17] genewalk.deepwalk - Walks for 13200/44205 nodes complete in 214.41s
INFO: [2021-02-06 02:28:17] genewalk.deepwalk - Walks for 13300/44205 nodes complete in 214.99s
INFO: [2021-02-06 02:28:18] genewalk.deepwalk - Walks for 13400/44205 nodes complete in 215.58s
INFO: [2021-02-06 02:28:18] genewalk.deepwalk - Walks for 13500/44205 nodes complete in 216.15s
INFO: [2021-02-06 02:28:19] genewalk.deepwalk - Walks for 13600/44205 nodes complete in 216.72s
INFO: [2021-02-06 02:28:20] genewalk.deepwalk - Walks for 13700/44205 nodes complete in 217.46s
INFO: [2021-02-06 02:28:20] genewalk.deepwalk - Walks for 13800/44205 nodes complete in 218.06s
INFO: [2021-02-06 02:28:21] genewalk.deepwalk - Walks for 13900/44205 nodes complete in 218.63s
INFO: [2021-02-06 02:28:21] genewalk.deepwalk - Walks for 14000/44205 nodes complete in 219.22s
INFO: [2021-02-06 02:28:22] genewalk.deepwalk - Walks for 14100/44205 nodes complete in 219.80s
INFO: [2021-02-06 02:28:23] genewalk.deepwalk - Walks for 14200/44205 nodes complete in 220.38s
INFO: [2021-02-06 02:28:23] genewalk.deepwalk - Walks for 14300/44205 nodes complete in 220.96s
INFO: [2021-02-06 02:28:24] genewalk.deepwalk - Walks for 14400/44205 nodes complete in 221.57s
INFO: [2021-02-06 02:28:24] genewalk.deepwalk - Walks for 14500/44205 nodes complete in 222.17s
INFO: [2021-02-06 02:28:25] genewalk.deepwalk - Walks for 14600/44205 nodes complete in 222.74s
INFO: [2021-02-06 02:28:25] genewalk.deepwalk - Walks for 14700/44205 nodes complete in 223.32s
INFO: [2021-02-06 02:28:26] genewalk.deepwalk - Walks for 14800/44205 nodes complete in 223.89s
INFO: [2021-02-06 02:28:27] genewalk.deepwalk - Walks for 14900/44205 nodes complete in 224.47s
INFO: [2021-02-06 02:28:27] genewalk.deepwalk - Walks for 15000/44205 nodes complete in 225.05s
INFO: [2021-02-06 02:28:28] genewalk.deepwalk - Walks for 15100/44205 nodes complete in 225.63s
INFO: [2021-02-06 02:28:28] genewalk.deepwalk - Walks for 15200/44205 nodes complete in 226.21s
INFO: [2021-02-06 02:28:29] genewalk.deepwalk - Walks for 15300/44205 nodes complete in 226.79s
INFO: [2021-02-06 02:28:30] genewalk.deepwalk - Walks for 15400/44205 nodes complete in 227.36s
INFO: [2021-02-06 02:28:30] genewalk.deepwalk - Walks for 15500/44205 nodes complete in 227.94s
INFO: [2021-02-06 02:28:31] genewalk.deepwalk - Walks for 15600/44205 nodes complete in 228.52s
INFO: [2021-02-06 02:28:31] genewalk.deepwalk - Walks for 15700/44205 nodes complete in 229.12s
INFO: [2021-02-06 02:28:32] genewalk.deepwalk - Walks for 15800/44205 nodes complete in 229.70s
INFO: [2021-02-06 02:28:32] genewalk.deepwalk - Walks for 15900/44205 nodes complete in 230.28s
INFO: [2021-02-06 02:28:33] genewalk.deepwalk - Walks for 16000/44205 nodes complete in 230.86s
INFO: [2021-02-06 02:28:34] genewalk.deepwalk - Walks for 16100/44205 nodes complete in 231.44s
INFO: [2021-02-06 02:28:34] genewalk.deepwalk - Walks for 16200/44205 nodes complete in 232.02s
INFO: [2021-02-06 02:28:35] genewalk.deepwalk - Walks for 16300/44205 nodes complete in 232.63s
INFO: [2021-02-06 02:28:37] genewalk.deepwalk - Walks for 16400/44205 nodes complete in 234.61s
INFO: [2021-02-06 02:28:37] genewalk.deepwalk - Walks for 16500/44205 nodes complete in 235.18s
INFO: [2021-02-06 02:28:38] genewalk.deepwalk - Walks for 16600/44205 nodes complete in 235.77s
INFO: [2021-02-06 02:28:38] genewalk.deepwalk - Walks for 16700/44205 nodes complete in 236.33s
INFO: [2021-02-06 02:28:39] genewalk.deepwalk - Walks for 16800/44205 nodes complete in 236.91s
INFO: [2021-02-06 02:28:40] genewalk.deepwalk - Walks for 16900/44205 nodes complete in 237.49s
INFO: [2021-02-06 02:28:40] genewalk.deepwalk - Walks for 17000/44205 nodes complete in 238.06s
INFO: [2021-02-06 02:28:41] genewalk.deepwalk - Walks for 17100/44205 nodes complete in 238.63s
INFO: [2021-02-06 02:28:41] genewalk.deepwalk - Walks for 17200/44205 nodes complete in 239.20s
INFO: [2021-02-06 02:28:42] genewalk.deepwalk - Walks for 17300/44205 nodes complete in 239.77s
INFO: [2021-02-06 02:28:43] genewalk.deepwalk - Walks for 17400/44205 nodes complete in 240.35s
INFO: [2021-02-06 02:28:43] genewalk.deepwalk - Walks for 17500/44205 nodes complete in 240.93s
INFO: [2021-02-06 02:28:44] genewalk.deepwalk - Walks for 17600/44205 nodes complete in 241.50s
INFO: [2021-02-06 02:28:44] genewalk.deepwalk - Walks for 17700/44205 nodes complete in 242.07s
INFO: [2021-02-06 02:28:45] genewalk.deepwalk - Walks for 17800/44205 nodes complete in 242.66s
INFO: [2021-02-06 02:28:45] genewalk.deepwalk - Walks for 17900/44205 nodes complete in 243.26s
INFO: [2021-02-06 02:28:46] genewalk.deepwalk - Walks for 18000/44205 nodes complete in 243.85s
INFO: [2021-02-06 02:28:47] genewalk.deepwalk - Walks for 18100/44205 nodes complete in 244.42s
INFO: [2021-02-06 02:28:47] genewalk.deepwalk - Walks for 18200/44205 nodes complete in 245.00s
INFO: [2021-02-06 02:28:48] genewalk.deepwalk - Walks for 18300/44205 nodes complete in 245.59s
INFO: [2021-02-06 02:28:48] genewalk.deepwalk - Walks for 18400/44205 nodes complete in 246.16s
INFO: [2021-02-06 02:28:49] genewalk.deepwalk - Walks for 18500/44205 nodes complete in 246.73s
INFO: [2021-02-06 02:28:49] genewalk.deepwalk - Walks for 18600/44205 nodes complete in 247.32s
INFO: [2021-02-06 02:28:50] genewalk.deepwalk - Walks for 18700/44205 nodes complete in 247.90s
INFO: [2021-02-06 02:28:51] genewalk.deepwalk - Walks for 18800/44205 nodes complete in 248.38s
INFO: [2021-02-06 02:28:51] genewalk.deepwalk - Walks for 18900/44205 nodes complete in 248.76s
INFO: [2021-02-06 02:28:51] genewalk.deepwalk - Walks for 19000/44205 nodes complete in 249.15s
INFO: [2021-02-06 02:28:52] genewalk.deepwalk - Walks for 19100/44205 nodes complete in 249.53s
INFO: [2021-02-06 02:28:52] genewalk.deepwalk - Walks for 19200/44205 nodes complete in 249.92s
INFO: [2021-02-06 02:28:52] genewalk.deepwalk - Walks for 19300/44205 nodes complete in 250.31s
INFO: [2021-02-06 02:28:53] genewalk.deepwalk - Walks for 19400/44205 nodes complete in 250.69s
INFO: [2021-02-06 02:28:53] genewalk.deepwalk - Walks for 19500/44205 nodes complete in 251.08s
INFO: [2021-02-06 02:28:54] genewalk.deepwalk - Walks for 19600/44205 nodes complete in 251.46s
INFO: [2021-02-06 02:28:54] genewalk.deepwalk - Walks for 19700/44205 nodes complete in 251.85s
INFO: [2021-02-06 02:28:54] genewalk.deepwalk - Walks for 19800/44205 nodes complete in 252.23s
INFO: [2021-02-06 02:28:55] genewalk.deepwalk - Walks for 19900/44205 nodes complete in 252.62s
INFO: [2021-02-06 02:28:55] genewalk.deepwalk - Walks for 20000/44205 nodes complete in 253.01s
INFO: [2021-02-06 02:28:56] genewalk.deepwalk - Walks for 20100/44205 nodes complete in 253.41s
INFO: [2021-02-06 02:28:56] genewalk.deepwalk - Walks for 20200/44205 nodes complete in 253.81s
INFO: [2021-02-06 02:28:56] genewalk.deepwalk - Walks for 20300/44205 nodes complete in 254.20s
INFO: [2021-02-06 02:28:57] genewalk.deepwalk - Walks for 20400/44205 nodes complete in 254.59s
INFO: [2021-02-06 02:28:57] genewalk.deepwalk - Walks for 20500/44205 nodes complete in 254.98s
INFO: [2021-02-06 02:28:58] genewalk.deepwalk - Walks for 20600/44205 nodes complete in 255.37s
INFO: [2021-02-06 02:28:58] genewalk.deepwalk - Walks for 20700/44205 nodes complete in 255.76s
INFO: [2021-02-06 02:28:58] genewalk.deepwalk - Walks for 20800/44205 nodes complete in 256.14s
INFO: [2021-02-06 02:28:59] genewalk.deepwalk - Walks for 20900/44205 nodes complete in 256.53s
INFO: [2021-02-06 02:28:59] genewalk.deepwalk - Walks for 21000/44205 nodes complete in 256.92s
INFO: [2021-02-06 02:28:59] genewalk.deepwalk - Walks for 21100/44205 nodes complete in 257.30s
INFO: [2021-02-06 02:29:00] genewalk.deepwalk - Walks for 21200/44205 nodes complete in 257.70s
INFO: [2021-02-06 02:29:00] genewalk.deepwalk - Walks for 21300/44205 nodes complete in 258.10s
INFO: [2021-02-06 02:29:01] genewalk.deepwalk - Walks for 21400/44205 nodes complete in 258.49s
INFO: [2021-02-06 02:29:01] genewalk.deepwalk - Walks for 21500/44205 nodes complete in 258.88s
INFO: [2021-02-06 02:29:01] genewalk.deepwalk - Walks for 21600/44205 nodes complete in 259.27s
INFO: [2021-02-06 02:29:02] genewalk.deepwalk - Walks for 21700/44205 nodes complete in 259.74s
INFO: [2021-02-06 02:29:02] genewalk.deepwalk - Walks for 21800/44205 nodes complete in 260.13s
INFO: [2021-02-06 02:29:03] genewalk.deepwalk - Walks for 21900/44205 nodes complete in 260.52s
INFO: [2021-02-06 02:29:03] genewalk.deepwalk - Walks for 22000/44205 nodes complete in 260.91s
INFO: [2021-02-06 02:29:03] genewalk.deepwalk - Walks for 22100/44205 nodes complete in 261.30s
INFO: [2021-02-06 02:29:04] genewalk.deepwalk - Walks for 22200/44205 nodes complete in 261.68s
INFO: [2021-02-06 02:29:04] genewalk.deepwalk - Walks for 22300/44205 nodes complete in 262.07s
INFO: [2021-02-06 02:29:05] genewalk.deepwalk - Walks for 22400/44205 nodes complete in 262.46s
INFO: [2021-02-06 02:29:05] genewalk.deepwalk - Walks for 22500/44205 nodes complete in 262.85s
INFO: [2021-02-06 02:29:05] genewalk.deepwalk - Walks for 22600/44205 nodes complete in 263.24s
INFO: [2021-02-06 02:29:06] genewalk.deepwalk - Walks for 22700/44205 nodes complete in 263.62s
INFO: [2021-02-06 02:29:06] genewalk.deepwalk - Walks for 22800/44205 nodes complete in 264.03s
INFO: [2021-02-06 02:29:07] genewalk.deepwalk - Walks for 22900/44205 nodes complete in 264.43s
INFO: [2021-02-06 02:29:07] genewalk.deepwalk - Walks for 23000/44205 nodes complete in 264.82s
INFO: [2021-02-06 02:29:07] genewalk.deepwalk - Walks for 23100/44205 nodes complete in 265.22s
INFO: [2021-02-06 02:29:08] genewalk.deepwalk - Walks for 23200/44205 nodes complete in 265.62s
INFO: [2021-02-06 02:29:08] genewalk.deepwalk - Walks for 23300/44205 nodes complete in 266.00s
INFO: [2021-02-06 02:29:09] genewalk.deepwalk - Walks for 23400/44205 nodes complete in 266.39s
INFO: [2021-02-06 02:29:09] genewalk.deepwalk - Walks for 23500/44205 nodes complete in 266.77s
INFO: [2021-02-06 02:29:09] genewalk.deepwalk - Walks for 23600/44205 nodes complete in 267.16s
INFO: [2021-02-06 02:29:10] genewalk.deepwalk - Walks for 23700/44205 nodes complete in 267.54s
INFO: [2021-02-06 02:29:10] genewalk.deepwalk - Walks for 23800/44205 nodes complete in 267.93s
INFO: [2021-02-06 02:29:10] genewalk.deepwalk - Walks for 23900/44205 nodes complete in 268.31s
INFO: [2021-02-06 02:29:11] genewalk.deepwalk - Walks for 24000/44205 nodes complete in 268.70s
INFO: [2021-02-06 02:29:11] genewalk.deepwalk - Walks for 24100/44205 nodes complete in 269.09s
INFO: [2021-02-06 02:29:12] genewalk.deepwalk - Walks for 24200/44205 nodes complete in 269.48s
INFO: [2021-02-06 02:29:12] genewalk.deepwalk - Walks for 24300/44205 nodes complete in 269.88s
INFO: [2021-02-06 02:29:12] genewalk.deepwalk - Walks for 24400/44205 nodes complete in 270.26s
INFO: [2021-02-06 02:29:13] genewalk.deepwalk - Walks for 24500/44205 nodes complete in 270.64s
INFO: [2021-02-06 02:29:13] genewalk.deepwalk - Walks for 24600/44205 nodes complete in 271.03s
INFO: [2021-02-06 02:29:14] genewalk.deepwalk - Walks for 24700/44205 nodes complete in 271.42s
INFO: [2021-02-06 02:29:14] genewalk.deepwalk - Walks for 24800/44205 nodes complete in 271.80s
INFO: [2021-02-06 02:29:14] genewalk.deepwalk - Walks for 24900/44205 nodes complete in 272.19s
INFO: [2021-02-06 02:29:15] genewalk.deepwalk - Walks for 25000/44205 nodes complete in 272.58s
INFO: [2021-02-06 02:29:15] genewalk.deepwalk - Walks for 25100/44205 nodes complete in 272.97s
INFO: [2021-02-06 02:29:16] genewalk.deepwalk - Walks for 25200/44205 nodes complete in 273.35s
INFO: [2021-02-06 02:29:16] genewalk.deepwalk - Walks for 25300/44205 nodes complete in 273.74s
INFO: [2021-02-06 02:29:16] genewalk.deepwalk - Walks for 25400/44205 nodes complete in 274.14s
INFO: [2021-02-06 02:29:17] genewalk.deepwalk - Walks for 25500/44205 nodes complete in 274.56s
INFO: [2021-02-06 02:29:17] genewalk.deepwalk - Walks for 25600/44205 nodes complete in 274.96s
INFO: [2021-02-06 02:29:18] genewalk.deepwalk - Walks for 25700/44205 nodes complete in 275.35s
INFO: [2021-02-06 02:29:18] genewalk.deepwalk - Walks for 25800/44205 nodes complete in 275.74s
INFO: [2021-02-06 02:29:18] genewalk.deepwalk - Walks for 25900/44205 nodes complete in 276.12s
INFO: [2021-02-06 02:29:19] genewalk.deepwalk - Walks for 26000/44205 nodes complete in 276.52s
INFO: [2021-02-06 02:29:19] genewalk.deepwalk - Walks for 26100/44205 nodes complete in 276.91s
INFO: [2021-02-06 02:29:19] genewalk.deepwalk - Walks for 26200/44205 nodes complete in 277.30s
INFO: [2021-02-06 02:29:20] genewalk.deepwalk - Walks for 26300/44205 nodes complete in 277.68s
INFO: [2021-02-06 02:29:20] genewalk.deepwalk - Walks for 26400/44205 nodes complete in 278.07s
INFO: [2021-02-06 02:29:21] genewalk.deepwalk - Walks for 26500/44205 nodes complete in 278.45s
INFO: [2021-02-06 02:29:21] genewalk.deepwalk - Walks for 26600/44205 nodes complete in 278.84s
INFO: [2021-02-06 02:29:21] genewalk.deepwalk - Walks for 26700/44205 nodes complete in 279.23s
INFO: [2021-02-06 02:29:22] genewalk.deepwalk - Walks for 26800/44205 nodes complete in 279.61s
INFO: [2021-02-06 02:29:22] genewalk.deepwalk - Walks for 26900/44205 nodes complete in 280.00s
INFO: [2021-02-06 02:29:23] genewalk.deepwalk - Walks for 27000/44205 nodes complete in 280.38s
INFO: [2021-02-06 02:29:23] genewalk.deepwalk - Walks for 27100/44205 nodes complete in 280.76s
INFO: [2021-02-06 02:29:23] genewalk.deepwalk - Walks for 27200/44205 nodes complete in 281.15s
INFO: [2021-02-06 02:29:24] genewalk.deepwalk - Walks for 27300/44205 nodes complete in 281.53s
INFO: [2021-02-06 02:29:24] genewalk.deepwalk - Walks for 27400/44205 nodes complete in 281.92s
INFO: [2021-02-06 02:29:24] genewalk.deepwalk - Walks for 27500/44205 nodes complete in 282.30s
INFO: [2021-02-06 02:29:25] genewalk.deepwalk - Walks for 27600/44205 nodes complete in 282.68s
INFO: [2021-02-06 02:29:25] genewalk.deepwalk - Walks for 27700/44205 nodes complete in 283.07s
INFO: [2021-02-06 02:29:26] genewalk.deepwalk - Walks for 27800/44205 nodes complete in 283.45s
INFO: [2021-02-06 02:29:26] genewalk.deepwalk - Walks for 27900/44205 nodes complete in 283.84s
INFO: [2021-02-06 02:29:26] genewalk.deepwalk - Walks for 28000/44205 nodes complete in 284.22s
INFO: [2021-02-06 02:29:27] genewalk.deepwalk - Walks for 28100/44205 nodes complete in 284.60s
INFO: [2021-02-06 02:29:27] genewalk.deepwalk - Walks for 28200/44205 nodes complete in 285.00s
INFO: [2021-02-06 02:29:28] genewalk.deepwalk - Walks for 28300/44205 nodes complete in 285.35s
INFO: [2021-02-06 02:29:28] genewalk.deepwalk - Walks for 28400/44205 nodes complete in 285.55s
INFO: [2021-02-06 02:29:28] genewalk.deepwalk - Walks for 28500/44205 nodes complete in 285.74s
INFO: [2021-02-06 02:29:28] genewalk.deepwalk - Walks for 28600/44205 nodes complete in 285.93s
INFO: [2021-02-06 02:29:28] genewalk.deepwalk - Walks for 28700/44205 nodes complete in 286.12s
INFO: [2021-02-06 02:29:28] genewalk.deepwalk - Walks for 28800/44205 nodes complete in 286.32s
INFO: [2021-02-06 02:29:29] genewalk.deepwalk - Walks for 28900/44205 nodes complete in 286.51s
INFO: [2021-02-06 02:29:29] genewalk.deepwalk - Walks for 29000/44205 nodes complete in 286.70s
INFO: [2021-02-06 02:29:29] genewalk.deepwalk - Walks for 29100/44205 nodes complete in 286.90s
INFO: [2021-02-06 02:29:29] genewalk.deepwalk - Walks for 29200/44205 nodes complete in 287.09s
INFO: [2021-02-06 02:29:29] genewalk.deepwalk - Walks for 29300/44205 nodes complete in 287.28s
INFO: [2021-02-06 02:29:30] genewalk.deepwalk - Walks for 29400/44205 nodes complete in 287.47s
INFO: [2021-02-06 02:29:30] genewalk.deepwalk - Walks for 29500/44205 nodes complete in 287.67s
INFO: [2021-02-06 02:29:30] genewalk.deepwalk - Walks for 29600/44205 nodes complete in 287.85s
INFO: [2021-02-06 02:29:30] genewalk.deepwalk - Walks for 29700/44205 nodes complete in 288.04s
